uuid_inventario,occurrence_type,target_name,next_state_prediction
INV-000406,Monitoração de Sinalização Horizontal - Zebrados,Target_406,critical
INV-000407,Monitoração de Sinalização Vertical,Target_407,stable
INV-000408,Monitoração de OAE,Target_408,stable
INV-001824,Monitoração de OAE,Target_409,improving
INV-000410,Monitoração de Terraplenos e Estruturas de Contenção,Target_410,critical
INV-000411,Monitoração de OAE,Target_411,critical
INV-000412,Monitoração de Terraplenos e Estruturas de Contenção,Target_412,degrading
INV-000413,Monitoração de Terraplenos e Estruturas de Contenção,Target_413,degrading
INV-000414,Monitoração de OAE,Target_414,stable
INV-000415,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_415,stable
INV-000416,Monitoração de Drenagem Profunda,Target_416,stable
INV-000417,Monitoração de OAE,Target_417,stable
INV-000418,Monitoração de Sinalização Vertical,Target_418,critical
INV-000419,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_419,stable
INV-000420,Monitoração de Terraplenos e Estruturas de Contenção,Target_420,degrading
INV-000421,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_421,critical
INV-000422,Monitoração de Terraplenos e Estruturas de Contenção,Target_422,improving
INV-000423,Monitoração de Sinalização Vertical,Target_423,degrading
INV-000424,Monitoração de Terraplenos e Estruturas de Contenção,Target_424,improving
INV-000425,Monitoração de Sinalização Vertical,Target_425,stable
INV-000426,Monitoração de Terraplenos e Estruturas de Contenção,Target_426,stable
INV-000427,Monitoração de OAE,Target_427,critical
INV-000428,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_428,critical
INV-000429,Monitoração de OAE,Target_429,degrading
INV-000430,Monitoração de Terraplenos e Estruturas de Contenção,Target_430,improving
INV-000431,Monitoração de Sinalização Vertical,Target_431,critical
INV-000432,Monitoração de Drenagem Profunda,Target_432,critical
INV-000433,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_433,improving
INV-000434,Monitoração de Terraplenos e Estruturas de Contenção,Target_434,improving
INV-000435,Monitoração de Drenagem Profunda,Target_435,stable
INV-000436,Monitoração de Terraplenos e Estruturas de Contenção,Target_436,stable
INV-000437,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_437,critical
INV-000438,Monitoração de OAE,Target_438,stable
INV-000439,Monitoração de OAE,Target_439,critical
INV-000440,Monitoração de Terraplenos e Estruturas de Contenção,Target_440,critical
INV-000441,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_441,improving
INV-000442,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_442,critical
INV-000443,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_443,critical
INV-000444,Monitoração de Terraplenos e Estruturas de Contenção,Target_444,critical
INV-000445,Monitoração de Terraplenos e Estruturas de Contenção,Target_445,stable
INV-000446,Monitoração de Terraplenos e Estruturas de Contenção,Target_446,stable
INV-000447,Monitoração de OAE,Target_447,degrading
INV-000448,Monitoração de OAE,Target_448,improving
INV-000449,Monitoração de Drenagem Profunda,Target_449,degrading
INV-000450,Monitoração de Sinalização Vertical,Target_450,critical
INV-000451,Monitoração de OAE,Target_451,critical
INV-000452,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_452,degrading
INV-000453,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_453,improving
INV-000454,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_454,critical
INV-000455,Monitoração de Terraplenos e Estruturas de Contenção,Target_455,critical
INV-000456,Monitoração de Drenagem Profunda,Target_456,stable
INV-000457,Monitoração de Terraplenos e Estruturas de Contenção,Target_457,critical
INV-000458,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_458,critical
INV-000459,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_459,critical
INV-000460,Monitoração de Sinalização Vertical,Target_460,degrading
INV-000461,Monitoração de Sinalização Horizontal - Zebrados,Target_461,stable
INV-000462,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_462,critical
INV-000463,Monitoração de Sinalização Vertical,Target_463,improving
INV-000464,Monitoração de Terraplenos e Estruturas de Contenção,Target_464,critical
INV-000465,Monitoração de Sinalização Horizontal - Zebrados,Target_465,critical
INV-000466,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_466,improving
INV-000467,Monitoração de Drenagem Profunda,Target_467,improving
INV-000468,Monitoração de Drenagem Profunda,Target_468,improving
INV-000469,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_469,stable
INV-000470,Monitoração de OAE,Target_470,stable
INV-000471,Monitoração de Sinalização Horizontal - Zebrados,Target_471,stable
INV-000472,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_472,degrading
INV-000473,Monitoração de Drenagem Profunda,Target_473,improving
INV-000474,Monitoração de Drenagem Profunda,Target_474,improving
INV-000475,Monitoração de Sinalização Horizontal - Zebrados,Target_475,stable
INV-000476,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_476,improving
INV-000477,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_477,critical
INV-000478,Monitoração de Sinalização Vertical,Target_478,stable
INV-000479,Monitoração de Terraplenos e Estruturas de Contenção,Target_479,critical
INV-000480,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_480,improving
INV-000481,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_481,improving
INV-000482,Monitoração de Sinalização Horizontal - Zebrados,Target_482,critical
INV-000483,Monitoração de Sinalização Horizontal - Zebrados,Target_483,improving
INV-000484,Monitoração de Drenagem Profunda,Target_484,stable
INV-000485,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_485,degrading
INV-000486,Monitoração de Sinalização Horizontal - Zebrados,Target_486,degrading
INV-000487,Monitoração de OAE,Target_487,degrading
INV-000488,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_488,improving
INV-000489,Monitoração de Drenagem Profunda,Target_489,stable
INV-000490,Monitoração de Sinalização Vertical,Target_490,stable
INV-000491,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_491,improving
INV-000492,Monitoração de Drenagem Profunda,Target_492,stable
INV-000493,Monitoração de Sinalização Horizontal - Zebrados,Target_493,improving
INV-000494,Monitoração de Terraplenos e Estruturas de Contenção,Target_494,degrading
INV-000495,Monitoração de Sinalização Horizontal - Zebrados,Target_495,stable
INV-000496,Monitoração de Sinalização Vertical,Target_496,improving
INV-000497,Monitoração de Sinalização Vertical,Target_497,stable
INV-000498,Monitoração de Sinalização Vertical,Target_498,critical
INV-000499,Monitoração de Sinalização Vertical,Target_499,critical
INV-000500,Monitoração de Sinalização Vertical,Target_500,critical
INV-000501,Monitoração de OAE,Target_501,improving
INV-000502,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_502,stable
INV-000503,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_503,critical
INV-000504,Monitoração de Drenagem Profunda,Target_504,stable
INV-000505,Monitoração de Sinalização Vertical,Target_505,improving
INV-000506,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_506,critical
INV-000507,Monitoração de Sinalização Horizontal - Zebrados,Target_507,critical
INV-000508,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_508,improving
INV-000509,Monitoração de Sinalização Vertical,Target_509,stable
INV-000510,Monitoração de Terraplenos e Estruturas de Contenção,Target_510,critical
INV-000511,Monitoração de Drenagem Profunda,Target_511,stable
INV-000512,Monitoração de Sinalização Vertical,Target_512,degrading
INV-000513,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_513,improving
INV-000514,Monitoração de Sinalização Horizontal - Zebrados,Target_514,critical
INV-000515,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_515,improving
INV-000516,Monitoração de Sinalização Vertical,Target_516,degrading
INV-000517,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_517,improving
INV-000518,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_518,improving
INV-000519,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_519,critical
INV-006912,Monitoração de Sinalização Vertical,Target_520,degrading
INV-000521,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_521,critical
INV-000522,,Target_522,stable
INV-000523,Monitoração de OAE,Target_523,degrading
INV-000524,Monitoração de OAE,Target_524,improving
INV-000525,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_525,improving
INV-000526,Monitoração de Sinalização Vertical,Target_526,stable
INV-000527,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_527,improving
INV-000528,Monitoração de Sinalização Vertical,Target_528,critical
INV-000529,Monitoração de Sinalização Vertical,Target_529,degrading
INV-000530,Monitoração de OAE,Target_530,stable
INV-000531,Monitoração de Sinalização Horizontal - Zebrados,Target_531,stable
INV-000532,Monitoração de Sinalização Horizontal - Zebrados,Target_532,improving
INV-000533,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_533,improving
INV-000534,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_534,stable
INV-000535,INVALID_TYPE,Target_535,critical
INV-000536,Monitoração de Terraplenos e Estruturas de Contenção,Target_536,critical
INV-000537,Monitoração de Drenagem Profunda,Target_537,degrading
INV-000538,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_538,improving
INV-000539,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_539,stable
INV-000540,Monitoração de OAE,Target_540,improving
INV-000541,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_541,improving
INV-000542,Monitoração de Terraplenos e Estruturas de Contenção,Target_542,critical
INV-000543,Monitoração de Sinalização Horizontal - Zebrados,Target_543,improving
INV-000544,Monitoração de Sinalização Horizontal - Zebrados,Target_544,degrading
INV-000545,Monitoração de Sinalização Vertical,Target_545,critical
INV-000546,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_546,critical
INV-000547,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_547,improving
INV-000548,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_548,critical
INV-000549,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_549,degrading
INV-000550,Monitoração de Sinalização Vertical,Target_550,stable
INV-000551,Monitoração de OAE,Target_551,degrading
INV-000552,Monitoração de Sinalização Horizontal - Zebrados,Target_552,critical
INV-000553,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_553,degrading
INV-000554,Monitoração de Terraplenos e Estruturas de Contenção,Target_554,critical
INV-000555,Monitoração de Terraplenos e Estruturas de Contenção,Target_555,improving
INV-000556,Monitoração de Sinalização Vertical,Target_556,critical
INV-000557,Monitoração de OAE,Target_557,stable
INV-000558,Monitoração de Sinalização Vertical,Target_558,degrading
INV-000559,Monitoração de Drenagem Profunda,Target_559,improving
INV-000560,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_560,critical
INV-000561,Monitoração de Sinalização Horizontal - Zebrados,Target_561,degrading
INV-000562,Monitoração de Sinalização Vertical,Target_562,degrading
INV-000563,Monitoração de Sinalização Vertical,Target_563,degrading
INV-000564,Monitoração de Sinalização Horizontal - Zebrados,Target_564,improving
INV-000565,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_565,critical
INV-000566,Monitoração de Drenagem Profunda,Target_566,critical
INV-000567,Monitoração de Terraplenos e Estruturas de Contenção,Target_567,improving
INV-000568,Monitoração de Terraplenos e Estruturas de Contenção,Target_568,stable
INV-000569,Monitoração de OAE,Target_569,degrading
INV-000570,Monitoração de Sinalização Vertical,Target_570,critical
INV-000571,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_571,improving
INV-000572,Monitoração de OAE,Target_572,improving
INV-000573,Monitoração de Terraplenos e Estruturas de Contenção,Target_573,degrading
INV-000574,Monitoração de OAE,Target_574,improving
INV-000575,Monitoração de OAE,Target_575,degrading
INV-000576,Monitoração de Drenagem Profunda,Target_576,critical
INV-000577,Monitoração de Drenagem Profunda,Target_577,degrading
INV-000578,Monitoração de OAE,Target_578,stable
INV-000579,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_579,degrading
INV-000580,Monitoração de Sinalização Horizontal - Zebrados,Target_580,degrading
INV-000581,Monitoração de Terraplenos e Estruturas de Contenção,Target_581,stable
